town,pop
"De Smet, SD",1077
"De Soto, GA",1
"De Soto, IA",1041
"De Soto, IL",1564
"De Soto, KS",6071
"De Soto, MO",6477
"De Soto, TX",1
"De Tour Village, MI",320
"De Valls Bluff, AR",583
"De Witt, AR",3143
"De Witt, IA",1
"De Witt, MO",120
"De Witt, NE",504
"De Witt, NY",1
"Deadwood, SD",1264
"Deal, NJ",733
"Deal Island, MD",1
"Deale, MD",1
"Deane, KY",1
"Deansboro, NY",1
"Dearborn, MI",94444
"Dearborn, MO",508
"Dearborn Heights, MI",55761
"Dearing, GA",546
"Deary, ID",511
"Death Valley, CA",1
"Deatsville, AL",1157
"Deatsville, KY",1
"Deaver, WY",186
"Debary, FL",20394
"Decatur, AL",55072
"Decatur, AR",1788
"Decatur, GA",22813
"Decatur, IA",1
"Decatur, IL",72706
"Decatur, IN",9524
"Decatur, MI",1762
"Decatur, MS",1788
"Decatur, NE",465
"Decatur, TN",1572
"Decatur, TX",6648
"Decaturville, TN",875
"Decherd, TN",2414
"Decker, IN",245
"Decker, MI",1
"Decker, MT",1
"Deckers, CO",1
"Deckerville, MI",788
"Declo, ID",355
"Decorah, IA",7918
"Decoy, KY",1
"Dedham, IA",262
"Dedham, MA",1
"Deep Gap, NC",1
"Deep River, CT",1
"Deep River, IA",269
"Deep Run, NC",1
"Deepstep, GA",127
"Deepwater, MO",410
"Deer, AR",1
"Deer Creek, IL",675
"Deer Creek, MN",324
"Deer Creek, OK",131
"Deer Grove, IL",46
"Deer Island, OR",1
"Deer Isle, ME",1
"Deer Lodge, MT",2994
"Deer Lodge, TN",1
"Deer Park, AL",1
"Deer Park, MD",380
"Deer Park, NY",1
"Deer Park, TX",33782
"Deer Park, WA",3987
"Deer Park, WI",218
"Deer River, MN",933
"Deer Trail, CO",681
"Deerbrook, WI",1
"Deerfield, IL",19000
"Deerfield, KS",696
"Deerfield, MA",1
"Deerfield, MI",870
"Deerfield, MO",80
"Deerfield, NH",1
"Deerfield, OH",1
"Deerfield, VA",1
"Deerfield, WI",2524
"Deerfield Beach, FL",79764
"Deering, AK",126
"Deering, ND",119
"Deerton, MI",1
"Deerwood, MN",516
"Deeth, NV",1
"Defeated, TN",1
"Defiance, MO",1
"Defiance, OH",16676
"Deford, MI",1
"Degrasse, NY",1
"Dehue, WV",1
"Del City, OK",21950
"Del Mar, CA",4365
"Del Rey, CA",1
"Del Rey Oaks, CA",1684
"Del Rio, TN",1
"Del Valle, TX",1
"Delafield, WI",7494
"Delair, NJ",1
"Delamere, ND",1
"Delanco, NJ",1
"Deland, FL",31569
"Delano, CA",52707
"Delano, MN",5962
"Delano, PA",1
"Delano, TN",1
"Delanson, NY",379
"Delaplaine, AR",117
"Delaplane, VA",1
"Delavan, IL",1634
"Delavan, KS",1
"Delavan, MN",172
"Delavan, WI",8385
"Delaware, AR",1
"Delaware, IA",155
"Delaware, OH",38643
"Delaware, OK",412
"Delaware Water G, PA",1
"Delcambre, LA",1888
"Delco, NC",1
"Delevan, NY",1053
"Delft, MN",1
"Delhi, CA",1
"Delhi, CO",1
"Delhi, IA",471
"Delhi, MN",66
"Delia, KS",166
"Delight, AR",268
"Dell, AR",204
"Dell, MT",1
"Dell City, TX",425
"Dell Rapids, SD",3705
"Dellroy, OH",342
"Delmar, DE",1765
"Delmar, IA",496
"Delmar, MD",3203
"Delmar, NY",1
"Delmita, TX",1
"Delmont, NJ",1
"Delmont, PA",2622
"Delmont, SD",228
"Deloit, IA",261
"Delphi, IN",2877
"Delphia, KY",1
"Delphos, IA",25
"Delphos, KS",340
"Delphos, OH",6995
"Delray, WV",1
"Delray Beach, FL",67371
"Delta, AL",1
"Delta, CO",8914
"Delta, IA",316
"Delta, KY",1
"Delta, MO",440
"Delta, OH",3136
"Delta, PA",721
"Delta, UT",3509
"Delta, WI",1
"Deltaville, VA",1
"Delton, MI",1
"Deltona, FL",90124
"Dema, KY",1
"Demarest, NJ",5000
"Deming, NM",14488
"Demopolis, AL",7019
"Demorest, GA",2061
"Demossville, KY",1
"Demotte, IN",4030
"Dempster, SD",1
"Denair, CA",1
"Denali National, AK",1
"Denby, SD",1
"Dendron, VA",249
"Denhoff, ND",1
"Denio, NV",1
"Denison, IA",8308
"Denison, KS",183
"Denison, TX",23654
"Denmark, IA",1
"Denmark, ME",1
"Denmark, SC",3019
"Denmark, TN",1
"Denmark, WI",2210
"Dennard, AR",1
"Dennehotso, AZ",1
"Dennis, KS",1
"Dennis, MA",1
"Dennis, MS",1
"Dennis Port, MA",1
"Dennison, IL",1
"Dennison, OH",2629
"Denniston, KY",1
"Dennysville, ME",1
"Densmore, KS",1
"Dent, MN",193
"Denton, GA",251
"Denton, KS",144
"Denton, KY",1
"Denton, MD",4388
"Denton, MT",247
"Denton, NC",1659
"Denton, NE",205
"Denton, TX",133808
"Denver, CO",693060
"Denver, IA",1841
"Denver, KY",1
"Denver, MO",37
"Denver, NC",1
"Denver, NY",1
"Denver, PA",3867
"Denver City, TX",4842
"Denville, NJ",1
"Deora, CO",1
"Depauw, IN",1
"Depew, NY",15190
"Depew, OK",481
"Depoe Bay, OR",1448
"Deport, TX",567
"Deposit, NY",1577
"Deptford, NJ",1
"Deputy, IN",1
"Dequincy, LA",3152
"Derby, CT",12631
"Derby, IA",113
"Derby, IN",1
"Derby, KS",23633
"Derby, ME",1
"Derby, NY",1
"Derby, VT",1
"Derby Line, VT",629
"Deridder, LA",11048
"Dermott, AR",2735
"Dermott, TX",1
"Deronda, WI",1
"Derrick City, PA",1
"Derry, LA",1
"Derry, NH",1
"Derry, NM",1
"Derry, PA",2570
"Derwood, MD",1
"Des Allemands, LA",1
"Des Arc, AR",1631
"Des Arc, MO",164
"Des Lacs, ND",199
"Des Moines, IA",215472
"Des Moines, NM",128
"Des Moines, WA",31172
"Des Peres, MO",8540
"Des Plaines, IL",58141
"Descanso, CA",1
"Desdemona, TX",1
"Desert Hills, AZ",1
"Desert Hot Sprin, CA",1
"Desha, AR",1
"Deshler, NE",744
"Deshler, OH",1753
"Desloge, MO",4932
"Desmet, ID",1
"Detour, MD",1
"Detroit, AL",227
"Detroit, IL",81
"Detroit, ME",1
"Detroit, MI",672795
"Detroit, OR",217
"Detroit, TX",690
"Detroit Beach, MI",1
"Detroit Lakes, MN",9165
"Devereux, GA",1
"Devers, TX",486
"Devils Elbow, MO",1
"Devils Lake, ND",1
"Devils Tower, WY",1
"Devine, TX",4776
"Devol, OK",145
"Devon, PA",1
"Devonia, TN",1
"Deweese, NE",63
"Dewey, AZ",1
"Dewey, IL",1
"Dewey, OK",3502
"Dewey Beach, DE",379
"Deweyville, TX",1
"Deweyville, UT",339
"Dewitt, IL",1
"Dewitt, KY",1
"Dewitt, MI",4719
"Dewitt, VA",1
"Dewittville, NY",1
"Dewy Rose, GA",1
"Dexter, GA",568
"Dexter, IA",600
"Dexter, KS",274
"Dexter, KY",1
"Dexter, ME",1
"Dexter, MI",4420
"Dexter, MN",342
"Dexter, MO",7927
"Dexter, NM",1264
"Dexter, NY",1047
"Dexter, OH",1
"Dexter, OR",1
"Dexter City, OH",126
"Di Giorgio, CA",1
"Diablo, CA",1
"Diagonal, IA",326
"Dialville, TX",1
"Diamond, MO",935
"Diamond, OH",1
"Diamond, WV",1
"Diamond Bar, CA",56793
"Diamond Lake, OR",1
"Diamond Point, NY",1
"Diamond Springs, CA",1
"Diamondhead, MS",8217
"Diana, WV",1
"Diboll, TX",5369
"Dice, KY",1
"Dickel, TN",1
"Dickens, IA",179
"Dickens, NE",1
"Dickens, TX",252
"Dickerson, MD",1
"Dickey, ND",41
"Dickinson, AL",1
"Dickinson, ND",22993
"Dickinson Center, NY",1
"Dickson, TN",15492
"Dickson City, PA",5833
"Dierks, AR",1099
"Dieterich, IL",612
"Dietrich, ID",334
"Diggs, VA",1
"Dighton, MA",1
"Dike, IA",1280
"Dike, TX",1
"Dill City, OK",556
"Dille, WV",1
"Diller, NE",256
"Dilley, TX",4248
"Dilliner, PA",1
"Dillon, MT",4257
"Dillon, SC",6604
"Dillonvale, OH",634
"Dillsboro, IN",1317
"Dillsburg, PA",2564
"Dilworth, MN",4397
"Dime Box, TX",1
"Dimmitt, TX",4199
"Dimock, SD",131
"Dimondale, MI",1247
"Dingess, WV",1
"Dingmans Ferry, PA",1
"Dinosaur, CO",315
"Dinuba, CA",23961
"Dinwiddie, VA",1
"Disputanta, VA",1
"District Heights, MD",6017
"Dittmer, MO",1
"Divide, CO",1
"Divide, MT",1
"Dix, IL",459
"Dix, NE",249
"Dix Hills, NY",1
"Dixfield, ME",1
"Dixiana, AL",1
"Dixie, GA",1
"Dixie, ID",1
"Dixie, KY",1
"Dixie, LA",1
"Dixie, WV",1
"Dixmont, ME",1
"Dixon, IL",15135
"Dixon, KY",907
"Dixon, MO",1472
"Dixon, MT",1
"Dixon, NE",83
"Dixon, NM",1
"Dixon, SD",1
"Dixon, WY",95
"Dixon Springs, TN",1
"Dixons Mills, AL",1
"Dizney, KY",1
"Dobbins, CA",1
"Dobbs Ferry, NY",11093
"Dobson, NC",1590
"Dodd City, TX",369
"Doddridge, AR",1
"Doddsville, MS",89
"Dodge, ND",101
"Dodge, NE",598
"Dodge, WI",1
"Dodge Center, MN",2702
"Dodge City, KS",27453
"Dodgeville, MI",1
"Dodgeville, WI",4751
"Dodson, LA",314
"Dodson, MT",124
"Dodson, TX",108
"Doe Hill, VA",1
"Doe Run, MO",1
"Doerun, GA",770
"Dogpatch, AR",1
"Dogwood, TX",1
"Dola, OH",1
"Dolan Springs, AZ",1
"Doland, SD",185
"Dolgeville, NY",2113
"Dollarway, AR",1
"Dolliver, IA",63
"Dollville, IL",1
"Dolomite, AL",1
"Dolores, CO",997
"Dolph, AR",1
"Dolphin, VA",1
"Dolton, IL",22891
"Dolton, SD",36
"Dona Vista, FL",1
"Donahue, IA",368
"Donaldson, AR",299
"Donaldson, MN",40
"Donaldson, PA",1
"Donaldsonville, LA",8218
"Donalsonville, GA",2637
"Donegal, PA",119
"Dongola, IL",704
"Donie, TX",1
"Doniphan, NE",844
"Donna, TX",16518
"Donnellson, IA",885
"Donnellson, IL",201
"Donnelly, ID",152
"Donnelly, MN",238
"Donnybrook, ND",54
"Donora, PA",4622
"Donovan, IL",295
"Doole, TX",1
"Doon, IA",597
"Dora, AL",1946
"Dora, MO",1
"Doran, MN",50
"Doraville, GA",10501
"Dorcas, WV",1
"Dorchester, IA",1
"Dorchester, IL",145
"Dorchester, MA",4
"Dorchester, NE",576
"Dorchester, SC",1
"Dorchester, WI",867
"Dorena, OR",1
"Dormansville, NY",1
"Dornsife, PA",1
"Dorothy, NJ",1
"Dorothy, WV",1
"Dorr, MI",1
"Dorrance, KS",187
"Dorset, OH",1
"Dorset, VT",1
"Dorsey, IL",1
"Dos Palos, CA",5243
"Dos Rios, CA",1
"Doss, TX",1
"Doswell, VA",1
"Dot Lake, AK",1
"Dothan, AL",68468
"Dott, WV",1
"Double Springs, AL",1051
"Doubs, MD",1
"Douds, IA",1
"Dougherty, IA",56
"Douglas, AK",1
"Douglas, AZ",16604
"Douglas, GA",11727
"Douglas, ND",61
"Douglas, NE",175
"Douglas, OK",33
"Douglas, WY",6541
"Douglas City, CA",1
"Douglass, KS",1691
"Douglass, TX",1
"Douglassville, PA",1
"Douglassville, TX",227
"Douglasville, GA",33252
"Dousman, WI",2317
"Dove Creek, CO",724
"Dover, AR",1401
"Dover, DE",37786
"Dover, FL",1
"Dover, KS",1
"Dover, KY",246
"Dover, MA",1
"Dover, MN",747
"Dover, MO",101
"Dover, NC",397
"Dover, NH",31153
"Dover, OH",12843
"Dover, OK",474
"Dover, PA",1986
"Dover, TN",1445
"Dover Afb, DE",1
"Dover Foxcroft, ME",1
"Dover Plains, NY",1
"Dovray, MN",54
"Dow, IL",1
"Dow City, IA",495
"Dowagiac, MI",5826
"Dowelltown, TN",369
"Dowling, MI",1
"Downer, MN",1
"Downers Grove, IL",49473
"Downey, CA",113267
"Downey, ID",615
"Downieville, CA",1
"Downing, MO",334
"Downing, WI",270
"Downingtown, PA",7905
"Downs, KS",844
"Downsville, LA",138
"Downsville, NY",1
"Downtown, PA",1
"Dows, IA",511
"Doyle, CA",1
"Doyle, TN",556
"Doylesburg, PA",1
"Doylestown, OH",3108
"Doyline, LA",790
"Doyon, ND",1
"Dozier, AL",331
"Dracut, MA",1
"Drain, OR",1164
"Drake, CO",1
"Drake, ND",288
"Drakes Branch, VA",511
"Drakesboro, KY",506
"Drakesville, IA",188
"Draper, SD",75
"Draper, UT",47328
"Draper, VA",1
"Drasco, AR",1
"Dravosburg, PA",1746
"Drayden, MD",1
"Drennen, WV",1
"Dresden, KS",40
"Dresden, ME",1
"Dresden, NY",296
"Dresden, TN",2846
"Dresher, PA",1
"Dresser, WI",859
"Drew, MS",1731
"Drewryville, VA",1
"Drewsey, OR",1
"Drexel, MO",959
"Dreyfus, KY",1
"Driftwood, PA",63
"Driftwood, TX",1
"Driggs, ID",1736
"Dripping Springs, TX",3140
"Driscoll, ND",1
"Driver, AR",1
"Droop, WV",1
"Drummond, MT",348
"Drummond, OK",465
"Drummond, WI",1
"Drummond Island, MI",1
"Drummonds, TN",1
"Drumore, PA",1
"Drumright, OK",2876
"Drums, PA",1
"Drury, MO",1
"Dry Branch, GA",1
"Dry Creek, KY",1
"Dry Creek, LA",1
"Dry Creek, WV",1
"Dry Fork, VA",1
"Dry Prong, LA",440
"Dry Ridge, KY",2219
"Dry Run, PA",1
"Dryden, ME",1
"Dryden, MI",937
"Dryden, NY",2081
"Dryden, TX",1
"Dryden, VA",1
"Dryfork, WV",1
"Dryhill, KY",1
"Du Bois, IL",198
"Du Bois, NE",143
"Du Bois, PA",7543
"Du Pont, GA",123
"Du Quoin, IL",5849
"Duanesburg, NY",1
"Dubach, LA",966
"Dubberly, LA",261
"Dublin, CA",59583
"Dublin, NH",1
"Dublin, OH",45568
"Dublin, PA",2157
"Dublin, TX",3626
"Dublin, VA",2683
"Dubois, ID",593
"Dubois, IN",1
"Dubois, WY",985
"Dubre, KY",1
"Dubuque, IA",58531
"Duchesne, UT",1755
"Duck, WV",1
"Duck Hill, MS",1348
"Duck River, TN",1
"Dudley, GA",569
"Dudley, MA",1
"Dudley, MO",229
"Dudley, NC",1
"Dudley, PA",186
"Dudley Hill, MA",1
"Due West, SC",1292
"Duette, FL",1
"Duff, TN",1
"Dugger, IN",891
"Dugginsville, MO",1
"Dugspur, VA",1
"Dugway, UT",1
"Duhring, WV",1
"Duke, MO",1
"Duke, OK",1
"Duke Center, PA",1
"Dukedom, TN",1
"Dulac, LA",1
"Dulce, NM",1
"Duluth, GA",29331
"Duluth, KS",1
"Duluth, MN",86293
"Dulzura, CA",1
"Dumas, AR",4289
"Dumas, MS",467
"Dumas, TX",14916
"Dumfries, VA",5186
"Dumont, IA",623
"Dumont, MN",94
"Dumont, NJ",17871
"Dumont, TX",1
"Dunbar, NE",190
"Dunbar, PA",1008
"Dunbar, WI",1
"Dunbar, WV",7543
"Dunbarton, NH",1
"Duncan, MS",401
"Duncan, OK",22985
"Duncan, SC",3369
"Duncan, WV",1
"Duncan Falls, OH",1
"Duncannon, PA",1490
"Duncansville, PA",1193
"Duncanville, AL",1
"Duncanville, TX",39457
"Duncombe, IA",392
"Dundalk Sparrows, MD",2
"Dundas, IL",1
"Dundas, MN",1490
"Dundas, VA",1
"Dundee, FL",4209
"Dundee, IA",170
"Dundee, IL",1
"Dundee, KY",1
"Dundee, MI",4002
"Dundee, MN",70
"Dundee, MS",1
"Dundee, NY",1654
"Dundee, OH",1
"Dundee, OR",3257
"Dunedin, FL",36381
"Dunfermline, IL",287
"Dungannon, VA",310
"Dunkel, IL",1
"Dunkerton, IA",835
"Dunkirk, IN",2329
"Dunkirk, MD",1
"Dunkirk, OH",858
"Dunlap, CA",1
"Dunlap, IL",1412
"Dunlap, KS",28
"Dunlap, TN",5132
"Dunlawton, FL",1
"Dunlay, TX",1
"Dunlevy, PA",375
"Dunlow, WV",1
"Dunmor, KY",1
"Dunmore, PA",13187
"Dunmore, WV",1
"Dunn, NC",9873
"Dunn Center, ND",186
"Dunn Loring, VA",1
"Dunnegan, MO",1
"Dunnell, MN",154
"Dunnigan, CA",1
"Dunning, NE",106
"Dunnville, KY",1
"Dunsmuir, CA",1579
"Dunstable, MA",1
"Dunwoody, GA",48884
"Dupo, IL",3887
"Dupont, IN",338
"Dupree, SD",527
"Duquesne, PA",5516
"Durand, IL",1404
"Durand, MI",3330
"Durand, WI",1846
"Durango, CO",18503
"Durango, IA",20
"Durant, IA",1823
"Durant, MS",2431
"Durant, OK",17583
"Durants Neck, NC",1
"Durbin, ND",1
"Durbin, WV",287
"Durham, CA",1
"Durham, CT",1
"Durham, KS",107
"Durham, MO",1
"Durham, NC",263016
"Durham, NY",1
"Durham, OK",1
"Durhamville, NY",1
"Duryea, PA",4852
"Dushore, PA",572
"Duson, LA",1754
"Dustin, OK",374
"Dutch Flat, CA",1
"Dutch Harbor, AK",1
"Dutch John, UT",151
"Dutton, AL",308
"Dutton, MI",1
"Dutton, MT",308
"Dutton, VA",1
"Duvall, WA",7701
"Duxbury, MA",1
"Dwight, IL",4032
"Dwight, KS",255
"Dwight, ND",80
"Dwight, NE",195
"Dyer, IN",15941
"Dyer, TN",2236
"Dyersburg, TN",16685
"Dyersville, IA",4196
"Dyess, AR",376
"Dyess Afb, TX",1
"Dysart, IA",1355
"Dysart, PA",1
"E Town, KY",1
"E View, KY",1
"Eads, TN",1
"Eagan, MN",66428
"Eagar, AZ",4988
"Eagle, CO",6739
"Eagle, ID",24785
"Eagle, MI",125
"Eagle, NE",1068
"Eagle, WI",1998
"Eagle Bay, NY",1
"Eagle Bend, MN",506
"Eagle City, OK",1
"Eagle Creek, IN",2
"Eagle Creek, OR",1
"Eagle Grove, IA",3427
"Eagle Harbor, MI",1
"Eagle Lake, FL",2520
"Eagle Lake, MN",2992
"Eagle Lake, TX",3710
"Eagle Mountain, CA",1
"Eagle Nest, NM",257
"Eagle Pass, TX",28834
"Eagle Point, OR",9046
"Eagle River, AK",1
"Eagle River, WI",1419
"Eagle Rock, MO",1
"Eagle Rock, VA",1
"Eagle Springs, NC",1
"Eagletown, OK",1
"Eagleville, MO",303
"Eagleville, PA",1
"Eagleville, TN",663
"Earl, WI",1
"Earl Park, IN",331
"Earle, AR",2276
"Earleton, FL",1
"Earleville, MD",1
"Earlham, IA",1397
"Earlimart, CA",1
"Earling, IA",420
"Earling, WV",1
"Earlington, KY",1385
"Earlsboro, OK",642
"Earlton, NY",1
"Earlville, IA",787
"Earlville, IL",1619
"Earlville, NY",817
"Early, IA",524
"Early, TX",2991
"Early Branch, SC",1
"Earlysville, VA",1
"Earth, TX",1003
"Easley, SC",20953
"East Alton, IL",6141
"East Andover, ME",1
"East Andover, NH",1
"East Arlington, VT",1
"East Aurora, NY",6198
"East Baldwin, ME",1
"East Barre, VT",1
"East Bend, NC",595
"East Berkshire, VT",1
"East Berlin, CT",1
"East Berlin, PA",1529
"East Bernard, TX",2321
"East Berne, NY",1
"East Bethany, NY",1
"East Bethel, MN",11713
"East Boothbay, ME",1
"East Boston, MA",1
"East Brady, PA",907
"East Branch, NY",1
"East Brewton, AL",2415
"East Bridgewater, MA",1
"East Brookfield, MA",1
"East Brunswick, NJ",1
"East Burke, VT",1
"East Calais, VT",1
"East Cambridge, MA",1
"East Camden, AR",851
"East Canaan, CT",1
"East Canton, OH",1589
"East Carbon, UT",1
"East Carondelet, IL",467
"East Cedar Lake, IN",1
"East Charleston, VT",1
"East Chatham, NY",1
"East Chicago, IN",28418
"East Cleveland, OH",17220
"East Concord, NY",1
"East Corinth, ME",1
"East Corinth, VT",1
"East Dorset, VT",1
"East Douglas, MA",1
"East Dover, VT",1
"East Dublin, GA",2381
"East Dubuque, IL",1632
"East Durham, NY",1
"East Earl, PA",1
"East Eddington, ME",1
"East Ellijay, GA",559
"East Elmhurst, NY",2
"East Fairfield, VT",1
"East Fayettevill, NC",1
"East Flat Rock, NC",1
"East Freedom, PA",1
"East Freetown, MA",1
"East Freetown, NY",1
"East Glacier Par, MT",1
"East Granby, CT",1
"East Grand Forks, MN",8699
"East Greenbush, NY",1
"East Greenville, PA",2979
"East Greenwich, NY",1
"East Greenwich, RI",1
"East Gulf, WV",1
"East Gull Lake, MN",1020
"East Haddam, CT",1
"East Hampstead, NH",1
"East Hampton, CT",1
"East Hampton, NY",1114
"East Hanover, NJ",1
"East Hardwick, VT",1
"East Hartford, CT",2
"East Hartland, CT",1
"East Haven, CT",2
"East Haven, VT",1
"East Hebron, NH",1
"East Helena, MT",2074
"East Hickory, PA",1
"East Highland, CA",1
"East Holden, ME",1
"East Islip, NY",1
"East Jewett, NY",1
"East Jordan, MI",2348
"East Killingly, CT",1
"East Lake, NC",1
"East Lansing, MI",48870
"East Lempster, NH",1
"East Leroy, MI",1
"East Liberty, OH",1
"East Liberty, PA",1
"East Livermore, ME",1
"East Longmeadow, MA",1
"East Los Angeles, CA",1
"East Lyme, CT",1
"East Lynn, MA",1
"East Lynn, WV",1
"East Machias, ME",1
"East Marion, NY",1
"East Mc Dowell, KY",1
"East Mc Keesport, PA",1
"East Meadow, NY",1
"East Meredith, NY",1
"East Millinocket, ME",1
"East Millsboro, PA",1
"East Moline, IL",21135
"East Montpelier, VT",1
"East Moriches, NY",1
"East Nassau, NY",567
"East New Market, MD",381
"East Norwich, NY",1
"East Orange, NJ",64789
"East Orland, ME",1
"East Orwell, OH",1
"East Otto, NY",1
"East Palatka, FL",1
"East Palestine, OH",4533
"East Palo Alto, CA",29684
"East Peoria, IL",22939
"East Petersburg, PA",4520
"East Pittsburgh, PA",1776
"East Point, GA",35471
"East Point, KY",1
"East Prairie, MO",3106
"East Providence, RI",47337
"East Quogue, NY",1
"East Rancho Domi, CA",1
"East Randolph, VT",1
"East Ridge, TN",21302
"East Rochester, NH",1
"East Rochester, NY",6611
"East Rochester, OH",1
"East Rockaway, NY",9802
"East Rutherford, NJ",9856
"East Saint Louis, IL",26922
"East Sandwich, MA",1
"East Smithfield, PA",1
"East Sparta, OH",807
"East Springfield, NY",1
"East Springfield, PA",1
"East Stoneham, ME",1
"East Stroudsburg, PA",10189
"East Sullivan, NH",1
"East Swanzey, NH",1
"East Syracuse, NY",2980
"East Taunton, MA",1
"East Tawas, MI",2750
"East Texas Cente, TX",1
"East Thetford, VT",1
"East Troy, WI",4282
"East Wakefield, NH",1
"East Wallingford, VT",1
"East Walpole, MA",1
"East Wareham, MA",1
"East Waterboro, ME",1
"East Waterford, PA",1
"East Watertown, MA",1
"East Wenatchee, WA",13968
"East White Plain, NY",1
"East Windham, NY",1
"East Windsor, CT",1
"East Worcester, NY",1
"East York, PA",1
"Eastaboga, AL",1
"Eastampton Twp, NJ",1
"Eastanollee, GA",1
"Eastborough, KS",761
"Eastchester, NY",1
"Eastern, KY",1
"Eastford, CT",1
"Eastham, MA",1
"Eastland, TX",3889
"Eastman, GA",5157
"Eastman, WI",408
"Easton, CA",1
"Easton, CT",1
"Easton, KS",257
"Easton, MD",16550
"Easton, ME",1
"Easton, MN",194
"Easton, MO",237
"Eastover, SC",809
"Eastpointe, MI",32673
"Eastport, ME",1255
"Eastport, NY",1
"Eastsound, WA",1
"Eaton, CO",5086
"Eaton, IN",1737
"Eaton, NY",1
"Eaton, OH",8211
"Eaton Rapids, MI",5229
"Eatonton, GA",6555
"Eatontown, NJ",12287
"Eatonville, FL",2277
"Eatonville, WA",2959
"Eau Claire, MI",615
"Eau Claire, PA",296
"Eau Claire, WI",68339
"Eau Galle, WI",1
"Eau Gallie, FL",1
"Eben Junction, MI",1
"Ebensburg, PA",3166
"Ebony, VA",1
"Ebro, FL",272
"Echo, MN",265
"Echo, OR",706
"Echo Lake, CA",1
"Echola, AL",1
"Eckard, IL",1
"Eckelson, ND",1
"Eckerman, MI",1
"Eckert, CO",1
"Eckerty, IN",1
"Eckley, CO",251
"Eclectic, AL",1026
"Ecleto, TX",1
"Economy, IN",179
"Ecorse, MI",9181
"Ecru, MS",982
"Ector, TX",701
"Eddy, TX",1
"Eddyville, IA",1005
"Eddyville, IL",95
"Eddyville, KY",2572
"Eddyville, NE",93
"Eddyville, NY",1
"Eddyville, OR",1
"Edelstein, IL",1
"Eden, AZ",1
"Eden, ID",401
"Eden, MD",1
"Eden, NC",15376
"Eden, NY",1
"Eden, SD",96
"Eden, TX",2881
"Eden, UT",1
"Eden, VT",1
"Eden, WI",857
"Eden Mills, VT",1
"Eden Prairie, MN",63914
"Eden Valley, MN",1035
"Edenton, NC",4846
"Edenville, MI",1
"Edgar, NE",470
"Edgar Springs, MO",201
"Edgard, LA",1
"Edgartown, MA",1
"Edgecomb, ME",1
"Edgefield, SC",4752
"Edgemont, AR",1
"Edgemont, SD",736
"Edgemoor, DE",2
"Edgemoor, SC",1
"Edgerton, KS",1756
"Edgerton, MN",1132
"Edgerton, MO",587
"Edgerton, OH",1995
"Edgerton, WI",5552
"Edgewater, CO",5323
"Edgewater, FL",22077
"Edgewater, NJ",12044
"Edgewater, OH",1
"Edgewater Beach, MD",1
"Edgewood, CA",1
"Edgewood, IA",861
"Edgewood, MD",1
"Edgewood, NM",1
"Edgewood, TX",1476
"Edina, MN",51350
"Edina, MO",1112
"Edinboro, PA",6236
"Edinburg, IL",1043
"Edinburg, MS",1
"Edinburg, NY",1
"Edinburg, PA",1
"Edinburg, TX",87650
"Edinburg, VA",1068
"Edinburgh, IN",4577
"Edison, GA",1451
"Edison, NE",129
"Edison, NJ",3
"Edison, OH",446
"Edisto Island, SC",1
"Edmeston, NY",1
"Edmond, KS",47
"Edmond, OK",91191
"Edmond, WV",1
"Edmonds, WA",41840
"Edmondson, AR",404
"Edmore, MI",1195
"Edmore, ND",176
"Edmunds, ND",1
"Edna, KS",414
"Edna, KY",1
"Edna, TX",5817
"Edom, TX",383
"Edon, OH",820
"Edson, KS",1
"Edwall, WA",1
"Edward, NC",1
"Edwards, IL",1
"Edwards, MO",1
"Edwards, MS",1006
"Edwards, NY",1
"Edwardsburg, MI",1222
"Edwardsport, IN",298
"Edwardsville, IL",25071
"Eek, AK",321
"Effie, MN",122
"Effingham, IL",12655
"Effingham, KS",517
"Effingham, SC",1
"Effort, PA",1
"Efland, NC",1
"Egan, IL",1
"Egan, LA",1
"Egan, SD",276
"Egegik, AK",106
"Egeland, ND",28
"Egg Harbor, WI",203
"Egg Harbor City, NJ",4193
"Eggleston, VA",1
"Eglin A F B, FL",1
"Eglon, WV",1
"Egnar, CO",1
"Egypt, MS",1
"Ehrhardt, SC",499
"Eidson, TN",1
"Eielson Afb, AK",1
"Eight Mile, AL",1
"Eighty Eight, KY",1
"Eighty Four, PA",1
"Ekalaka, MT",353
"Ekron, KY",146
"Ekwok, AK",132
"El Cajon, CA",103768
"El Campo, TX",11766
"El Centro, CA",44201
"El Cerrito, CA",25400
"El Dorado, AR",18339
"El Dorado, KS",13141
"El Dorado Hills, CA",1
"El Dorado Spring, MO",1
"El Jobean, FL",1
"El Lago, TX",2751
"El Macero, CA",1
"El Mirage, AZ",35043
"El Monte, CA",115807
"El Nido, CA",1
"El Paso, AR",1
"El Paso, IL",2778
"El Paso, TX",683080
"El Reno, OK",18786
"El Rito, NM",1
"El Segundo, CA",16893
"El Sobrante, CA",1
"El Toro Marine C, CA",1
"Elaine, AR",538
"Eland, WI",200
"Elba, AL",3893
"Elba, ID",1
"Elba, NE",220
"Elba, NY",655
"Elbe, WA",1
"Elberfeld, IN",650
"Elberon, IA",193
"Elberon, VA",1
"Elbert, CO",1
"Elbert, TX",1
"Elberta, AL",1679
"Elberton, GA",4420
"Elbing, KS",228
"Elbow Lake, MN",1152
"Elbridge, NY",1020
"Elburn, IL",5757
